V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
15.3979562182792,-30,35.0479548278667,-2.69959343157093,22.8876715697531,-6.36293059268814,144.433358277938,76.0475294007346,2.60208521396521e-18,0.827709181370336,606.217782649107,0.886932183031439,-0.0390732998826384,1.89925115800728
