V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
18.3614423936338,-1.76556251922006e-31,13.4575956082624,16.0239218268884,25.885610308567,-14.4777918475724,133.81558413626,27.8704375939183,-0.00563843223838029,0.87269942668324,1.13581493780449e+35,0.821730863123812,-0.088904804831389,4.80134492633373
