V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
23.4147210357924,2.65577825257791,2.18251996680557,61.6729389485581,28.8074815893116,49.7705380992536,117.992812333891,14.3852008954151,0.0252699053309642,0.999999999999998,-7545.49405202713,0.724566844343067,0.305629478766771,8.2023750096878
