V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
25.815058403168,-9.54985951411721,4.16748647411284,36.5178858019324,31.7606525629527,-8.68456835786378,166.250727306824,20.4315843313294,1.35308431126191e-16,1,2080.39451198989,1.02090765082854,-0.0533299458252814,8.13694741488542
