V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
19.4455607477038,-18.3802674636534,15,-0.942497500789324,35.4641792053133,-15.6672638688394,158.343865612451,36.1508958679581,4.1775393908039e-15,0.674600818116595,-1053.34988626294,0.972353423556309,-0.0962090801667795,4.38008137310913
