V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
19.4455607285657,-18.3802674666748,15,-0.942498673794528,35.4641794216953,-15.6672638504236,158.343865300771,36.1508957967996,7.19231933125203e-12,0.674600813336636,1053.34988607731,0.972353421642355,-0.0962090800536927,4.38008137310913
