V,gamma_deg,alpha_deg,epsilon_deg,n_rpm,Thrust_N,Lift_N,Drag_N,CP,Advance_Ratio,Horizontal_Distance_m,L_over_W,T_over_W,L_over_D
24.9163681034489,-2.00141617232464e-17,4.10076182854325,20.5382543919482,18.9386074191228,20.810402180798,154.169686783403,18.9157340508196,-4.81197327364567e-05,1.61865018709254,1.00196666274994e+21,0.946720747107099,0.12779191494294,8.15034121167096
